,Segment,Country, Product , Discount Band ,Units Sold,Manufacturing Price,Sale Price,Gross Sales, Discounts , Sales,COGS,Profit,Date,Month Number, Month Name ,Year
536,Government,Mexico, Carretera , High ,886.0,249.0,29050.0,25738300.0,3088596.0,22649704.0,19119880.0,3529824.0,6/1/2014,6, June ,2014
537,Enterprise,Canada, Carretera , High ,2416.0,249.0,10375.0,25066000.0,3007920.0,22058080.0,24063360.0,2005280.0,9/1/2013,9, September ,2013
538,Enterprise,Mexico, Carretera , High ,2156.0,249.0,10375.0,22368500.0,2684220.0,19684280.0,21473760.0,1789480.0,10/1/2014,10, October ,2014
539,Midmarket,Canada, Carretera , High ,2689.0,249.0,1245.0,3347805.0,401736.6,2946068.4000000004,2231870.0,714198.3999999999,11/1/2014,11, November ,2014
540,Midmarket,United States of America, Montana , High ,677.0,415.0,1245.0,842865.0,101143.79999999999,741721.2,561910.0,179811.2,3/1/2014,3, March ,2014
541,Small Business,France, Montana , High ,1773.0,415.0,24900.0,44147700.0,5297724.0,38849976.0,36789750.0,2060226.0,4/1/2014,4, April ,2014
542,Government,Mexico, Montana , High ,2420.0,415.0,581.0,1406020.0,168722.4,1237297.6,1004300.0,232997.59999999998,9/1/2014,9, September ,2014
543,Government,Canada, Montana , High ,2734.0,415.0,581.0,1588454.0,190614.47999999998,1397839.5199999998,1134610.0,263229.52,10/1/2014,10, October ,2014
544,Government,Mexico, Montana , High ,1715.0,415.0,1660.0,2846900.0,341628.0,2505272.0,1423450.0,1081822.0,10/1/2013,10, October ,2013
545,Small Business,France, Montana , High ,1186.0,415.0,24900.0,29531400.0,3543768.0,25987632.0,24609500.0,1378132.0,12/1/2013,12, December ,2013
546,Small Business,United States of America, Paseo , High ,3495.0,830.0,24900.0,87025500.0,10443060.0,76582440.0,72521250.0,4061190.0,1/1/2014,1, January ,2014
547,Government,Mexico, Paseo , High ,886.0,830.0,29050.0,25738300.0,3088596.0,22649704.0,19119880.0,3529824.0,6/1/2014,6, June ,2014
548,Enterprise,Mexico, Paseo , High ,2156.0,830.0,10375.0,22368500.0,2684220.0,19684280.0,21473760.0,1789480.0,10/1/2014,10, October ,2014
549,Government,Mexico, Paseo , High ,905.0,830.0,1660.0,1502300.0,180276.0,1322024.0,751150.0,570874.0,10/1/2014,10, October ,2014
550,Government,Mexico, Paseo , High ,1715.0,830.0,1660.0,2846900.0,341628.0,2505272.0,1423450.0,1081822.0,10/1/2013,10, October ,2013
551,Government,France, Paseo , High ,1594.0,830.0,29050.0,46305700.0,5556684.0,40749016.0,34398520.0,6350496.0,11/1/2014,11, November ,2014
552,Small Business,Germany, Paseo , High ,1359.0,830.0,24900.0,33839100.0,4060692.0,29778408.0,28199250.0,1579158.0,11/1/2014,11, November ,2014
553,Small Business,Mexico, Paseo , High ,2150.0,830.0,24900.0,53535000.0,6424200.0,47110800.0,44612500.0,2498300.0,11/1/2014,11, November ,2014
554,Government,Mexico, Paseo , High ,1197.0,830.0,29050.0,34772850.0,4172742.0,30600108.0,25831260.0,4768848.0,11/1/2014,11, November ,2014
555,Midmarket,Mexico, Paseo , High ,380.0,830.0,1245.0,473100.0,56772.0,416328.0,315400.0,100928.0,12/1/2013,12, December ,2013
556,Government,Mexico, Paseo , High ,1233.0,830.0,1660.0,2046780.0,245613.59999999998,1801166.4,1023390.0,777776.3999999999,12/1/2014,12, December ,2014
557,Government,Mexico, Velo , High ,1395.0,9960.0,29050.0,40524750.0,4862970.0,35661780.0,30104100.0,5557680.0,7/1/2014,7, July ,2014
558,Government,United States of America, Velo , High ,986.0,9960.0,29050.0,28643300.0,3437196.0,25206104.0,21277880.0,3928224.0,10/1/2014,10, October ,2014
559,Government,Mexico, Velo , High ,905.0,9960.0,1660.0,1502300.0,180276.0,1322024.0,751150.0,570874.0,10/1/2014,10, October ,2014
560,Channel Partners,Canada, VTT , High ,2109.0,20750.0,996.0,2100564.0,252067.68,1848496.32,525141.0,1323355.32,5/1/2014,5, May ,2014
561,Midmarket,France, VTT , High ,3874.5,20750.0,1245.0,4823752.5,578850.3,4244902.2,3215835.0,1029067.2,7/1/2014,7, July ,2014
562,Government,Canada, VTT , High ,623.0,20750.0,29050.0,18098150.0,2171778.0,15926372.0,13444340.0,2482032.0,9/1/2013,9, September ,2013
563,Government,United States of America, VTT , High ,986.0,20750.0,29050.0,28643300.0,3437196.0,25206104.0,21277880.0,3928224.0,10/1/2014,10, October ,2014
564,Enterprise,United States of America, VTT , High ,2387.0,20750.0,10375.0,24765125.0,2971815.0,21793310.0,23774520.0,1981210.0,11/1/2014,11, November ,2014
565,Government,Mexico, VTT , High ,1233.0,20750.0,1660.0,2046780.0,245613.59999999998,1801166.4,1023390.0,777776.3999999999,12/1/2014,12, December ,2014
566,Government,United States of America, Amarilla , High ,270.0,21580.0,29050.0,7843500.0,941220.0,6902280.0,5826600.0,1075680.0,2/1/2014,2, February ,2014
567,Government,France, Amarilla , High ,3421.5,21580.0,581.0,1987891.5,238546.97999999998,1749344.5199999998,1419922.5,329422.02,7/1/2014,7, July ,2014
568,Government,Canada, Amarilla , High ,2734.0,21580.0,581.0,1588454.0,190614.47999999998,1397839.5199999998,1134610.0,263229.52,10/1/2014,10, October ,2014
569,Midmarket,United States of America, Amarilla , High ,2548.0,21580.0,1245.0,3172260.0,380671.19999999995,2791588.8,2114840.0,676748.8,11/1/2013,11, November ,2013
570,Government,France, Carretera , High ,2521.5,249.0,1660.0,4185690.0,502282.80000000005,3683407.2,2092845.0,1590562.2000000002,1/1/2014,1, January ,2014
571,Channel Partners,Mexico, Montana , High ,2661.0,415.0,996.0,2650356.0,318042.72000000003,2332313.28,662589.0,1669724.28,5/1/2014,5, May ,2014
572,Government,Germany, Paseo , High ,1531.0,830.0,1660.0,2541460.0,304975.2,2236484.8,1270730.0,965754.8,12/1/2014,12, December ,2014
573,Government,France, VTT , High ,1491.0,20750.0,581.0,866271.0,103952.52,762318.48,618765.0,143553.47999999998,3/1/2014,3, March ,2014
574,Government,Germany, VTT , High ,1531.0,20750.0,1660.0,2541460.0,304975.2,2236484.8,1270730.0,965754.8,12/1/2014,12, December ,2014
575,Channel Partners,Canada, Amarilla , High ,2761.0,21580.0,996.0,2749956.0,329994.72000000003,2419961.28,687489.0,1732472.28,9/1/2013,9, September ,2013
576,Midmarket,United States of America, Carretera , High ,2567.0,249.0,1245.0,3195915.0,415468.94999999995,2780446.05,2130610.0,649836.05,6/1/2014,6, June ,2014
577,Midmarket,United States of America, VTT , High ,2567.0,20750.0,1245.0,3195915.0,415468.94999999995,2780446.05,2130610.0,649836.05,6/1/2014,6, June ,2014
578,Government,Canada, Carretera , High ,923.0,249.0,29050.0,26813150.0,3485709.5,23327440.5,19918340.0,3409100.5,3/1/2014,3, March ,2014
579,Government,France, Carretera , High ,1790.0,249.0,29050.0,51999500.0,6759935.0,45239565.0,38628200.0,6611365.0,3/1/2014,3, March ,2014
580,Government,Germany, Carretera , High ,442.0,249.0,1660.0,733720.0,95383.6,638336.4,366860.0,271476.4,9/1/2013,9, September ,2013
581,Government,United States of America, Montana , High ,982.5,415.0,29050.0,28541625.0,3710411.25,24831213.75,21202350.0,3628863.75,1/1/2014,1, January ,2014
582,Government,United States of America, Montana , High ,1298.0,415.0,581.0,754138.0,98037.94,656100.0599999999,538670.0,117430.06,2/1/2014,2, February ,2014
583,Channel Partners,Mexico, Montana , High ,604.0,415.0,996.0,601584.0,78205.92,523378.08,150396.0,372982.08,6/1/2014,6, June ,2014
584,Government,Mexico, Montana , High ,2255.0,415.0,1660.0,3743300.0,486629.0,3256671.0,1871650.0,1385021.0,7/1/2014,7, July ,2014
585,Government,Canada, Montana , High ,1249.0,415.0,1660.0,2073340.0,269534.2,1803805.7999999998,1036670.0,767135.8,10/1/2014,10, October ,2014
586,Government,United States of America, Paseo , High ,1438.5,830.0,581.0,835768.5,108650.31999999999,727119.0099999999,596977.5,130141.51000000001,1/1/2014,1, January ,2014
587,Small Business,Germany, Paseo , High ,807.0,830.0,24900.0,20094300.0,2612259.0,17482041.0,16745250.0,736791.0,1/1/2014,1, January ,2014
588,Government,United States of America, Paseo , High ,2641.0,830.0,1660.0,4384060.0,569927.8,3814132.2,2192030.0,1622102.2000000002,2/1/2014,2, February ,2014
589,Government,Germany, Paseo , High ,2708.0,830.0,1660.0,4495280.0,584386.4,3910893.5999999996,2247640.0,1663253.6,2/1/2014,2, February ,2014
590,Government,Canada, Paseo , High ,2632.0,830.0,29050.0,76459600.0,9939748.0,66519852.0,56798560.0,9721292.0,6/1/2014,6, June ,2014
591,Enterprise,Canada, Paseo , High ,1583.0,830.0,10375.0,16423625.0,2135071.25,14288553.75,15766680.0,1478126.25,6/1/2014,6, June ,2014
592,Channel Partners,Mexico, Paseo , High ,571.0,830.0,996.0,568716.0,73933.08,494782.92,142179.0,352603.92,7/1/2014,7, July ,2014
593,Government,France, Paseo , High ,2696.0,830.0,581.0,1566376.0,203628.88,1362747.1199999999,1118840.0,243907.12,8/1/2014,8, August ,2014
594,Midmarket,Canada, Paseo , High ,1565.0,830.0,1245.0,1948425.0,253295.25,1695129.75,1298950.0,396179.75,10/1/2014,10, October ,2014
595,Government,Canada, Paseo , High ,1249.0,830.0,1660.0,2073340.0,269534.2,1803805.7999999998,1036670.0,767135.8,10/1/2014,10, October ,2014
596,Government,Germany, Paseo , High ,357.0,830.0,29050.0,10370850.0,1348210.5,9022639.5,7704060.0,1318579.5,11/1/2014,11, November ,2014
597,Channel Partners,Germany, Paseo , High ,1013.0,830.0,996.0,1008948.0,131163.24,877784.7599999999,252237.0,625547.76,12/1/2014,12, December ,2014
598,Midmarket,France, Velo , High ,3997.5,9960.0,1245.0,4976887.5,646995.79,4329892.54,3317925.0,1011967.5399999999,1/1/2014,1, January ,2014
599,Government,Canada, Velo , High ,2632.0,9960.0,29050.0,76459600.0,9939748.0,66519852.0,56798560.0,9721292.0,6/1/2014,6, June ,2014
600,Government,France, Velo , High ,1190.0,9960.0,581.0,691390.0,89880.70000000001,601509.3,493850.0,107659.29999999999,6/1/2014,6, June ,2014
601,Channel Partners,Mexico, Velo , High ,604.0,9960.0,996.0,601584.0,78205.92,523378.08,150396.0,372982.08,6/1/2014,6, June ,2014
602,Midmarket,Germany, Velo , High ,660.0,9960.0,1245.0,821700.0,106821.0,714879.0,547800.0,167079.0,9/1/2013,9, September ,2013
603,Channel Partners,Mexico, Velo , High ,410.0,9960.0,996.0,408360.0,53086.8,355273.19999999995,102090.0,253183.2,10/1/2014,10, October ,2014
604,Small Business,Mexico, Velo , High ,2605.0,9960.0,24900.0,64864500.0,8432385.0,56432115.0,54053750.0,2378365.0,11/1/2013,11, November ,2013
605,Channel Partners,Germany, Velo , High ,1013.0,9960.0,996.0,1008948.0,131163.24,877784.7599999999,252237.0,625547.76,12/1/2014,12, December ,2014
606,Enterprise,Canada, VTT , High ,1583.0,20750.0,10375.0,16423625.0,2135071.25,14288553.75,15766680.0,1478126.25,6/1/2014,6, June ,2014
607,Midmarket,Canada, VTT , High ,1565.0,20750.0,1245.0,1948425.0,253295.25,1695129.75,1298950.0,396179.75,10/1/2014,10, October ,2014
608,Enterprise,Canada, Amarilla , High ,1659.0,21580.0,10375.0,17212125.0,2237576.25,14974548.75,16523640.0,1549091.25,1/1/2014,1, January ,2014
609,Government,France, Amarilla , High ,1190.0,21580.0,581.0,691390.0,89880.70000000001,601509.3,493850.0,107659.29999999999,6/1/2014,6, June ,2014
610,Channel Partners,Mexico, Amarilla , High ,410.0,21580.0,996.0,408360.0,53086.8,355273.19999999995,102090.0,253183.2,10/1/2014,10, October ,2014
611,Channel Partners,Germany, Amarilla , High ,1770.0,21580.0,996.0,1762920.0,229179.59999999998,1533740.4,440730.0,1093010.4,12/1/2013,12, December ,2013
612,Government,Mexico, Carretera , High ,2579.0,249.0,1660.0,4281140.0,599359.6,3681780.4000000004,2140570.0,1541210.4,4/1/2014,4, April ,2014
613,Government,United States of America, Carretera , High ,1743.0,249.0,1660.0,2893380.0,405073.19999999995,2488306.8,1446690.0,1041616.8,5/1/2014,5, May ,2014
614,Government,United States of America, Carretera , High ,2996.0,249.0,581.0,1740676.0,243694.63999999998,1496981.3599999999,1243340.0,253641.36000000002,10/1/2013,10, October ,2013
615,Government,Germany, Carretera , High ,280.0,249.0,581.0,162680.0,22775.199999999997,139904.8,116200.0,23704.800000000003,12/1/2014,12, December ,2014
616,Government,France, Montana , High ,293.0,415.0,581.0,170233.0,23832.62,146400.38,121595.0,24805.38,2/1/2014,2, February ,2014
617,Government,United States of America, Montana , High ,2996.0,415.0,581.0,1740676.0,243694.63999999998,1496981.3599999999,1243340.0,253641.36000000002,10/1/2013,10, October ,2013
618,Midmarket,Germany, Paseo , High ,278.0,830.0,1245.0,346110.0,48455.399999999994,297654.6,230740.0,66914.6,2/1/2014,2, February ,2014
619,Government,Canada, Paseo , High ,2428.0,830.0,1660.0,4030480.0,564267.2,3466212.8,2015240.0,1450972.7999999998,3/1/2014,3, March ,2014
620,Midmarket,United States of America, Paseo , High ,1767.0,830.0,1245.0,2199915.0,307988.1,1891926.9,1466610.0,425316.9,9/1/2014,9, September ,2014
621,Channel Partners,France, Paseo , High ,1393.0,830.0,996.0,1387428.0,194239.91999999998,1193188.08,346857.0,846331.0800000001,10/1/2014,10, October ,2014
622,Government,Germany, VTT , High ,280.0,20750.0,581.0,162680.0,22775.199999999997,139904.8,116200.0,23704.800000000003,12/1/2014,12, December ,2014
623,Channel Partners,France, Amarilla , High ,1393.0,21580.0,996.0,1387428.0,194239.91999999998,1193188.08,346857.0,846331.0800000001,10/1/2014,10, October ,2014
624,Channel Partners,United States of America, Amarilla , High ,2015.0,21580.0,996.0,2006940.0,280971.6,1725968.4,501735.0,1224233.4,12/1/2013,12, December ,2013
625,Small Business,Mexico, Carretera , High ,801.0,249.0,24900.0,19944900.0,2792286.0,17152614.0,16620750.0,531864.0,7/1/2014,7, July ,2014
626,Enterprise,France, Carretera , High ,1023.0,249.0,10375.0,10613625.0,1485907.5,9127717.5,10189080.0,1061362.5,9/1/2013,9, September ,2013
627,Small Business,Canada, Carretera , High ,1496.0,249.0,24900.0,37250400.0,5215056.0,32035344.0,31042000.0,993344.0,10/1/2014,10, October ,2014
628,Small Business,United States of America, Carretera , High ,1010.0,249.0,24900.0,25149000.0,3520860.0,21628140.0,20957500.0,670640.0,10/1/2014,10, October ,2014
629,Midmarket,Germany, Carretera , High ,1513.0,249.0,1245.0,1883685.0,263715.9,1619969.1,1255790.0,364179.1,11/1/2014,11, November ,2014
630,Midmarket,Canada, Carretera , High ,2300.0,249.0,1245.0,2863500.0,400890.0,2462610.0,1909000.0,553610.0,12/1/2014,12, December ,2014
631,Enterprise,Mexico, Carretera , High ,2821.0,249.0,10375.0,29267875.0,4097502.5,25170372.5,28097160.0,2926787.5,12/1/2013,12, December ,2013
632,Government,Canada, Montana , High ,2227.5,415.0,29050.0,64708875.0,9059242.5,55649632.5,48069450.0,7580182.5,1/1/2014,1, January ,2014
633,Government,Germany, Montana , High ,1199.0,415.0,29050.0,34830950.0,4876333.0,29954617.0,25874420.0,4080197.0,4/1/2014,4, April ,2014
634,Government,Canada, Montana , High ,200.0,415.0,29050.0,5810000.0,813400.0,4996600.0,4316000.0,680600.0,5/1/2014,5, May ,2014
635,Government,Canada, Montana , High ,388.0,415.0,581.0,225428.0,31559.920000000002,193868.08000000002,161020.0,32848.08,9/1/2014,9, September ,2014
636,Government,Mexico, Montana , High ,1727.0,415.0,581.0,1003387.0,140474.18,862912.8200000001,716705.0,146207.82,10/1/2013,10, October ,2013
637,Midmarket,Canada, Montana , High ,2300.0,415.0,1245.0,2863500.0,400890.0,2462610.0,1909000.0,553610.0,12/1/2014,12, December ,2014
638,Government,Mexico, Paseo , High ,260.0,830.0,1660.0,431600.0,60424.0,371176.0,215800.0,155376.0,2/1/2014,2, February ,2014
639,Midmarket,Canada, Paseo , High ,2470.0,830.0,1245.0,3075150.0,430521.0,2644629.0,2050100.0,594529.0,9/1/2013,9, September ,2013
640,Midmarket,Canada, Paseo , High ,1743.0,830.0,1245.0,2170035.0,303804.9,1866230.1,1446690.0,419540.1,10/1/2013,10, October ,2013
641,Channel Partners,United States of America, Paseo , High ,2914.0,830.0,996.0,2902344.0,406328.16000000003,2496015.84,725586.0,1770429.8399999999,10/1/2014,10, October ,2014
642,Government,France, Paseo , High ,1731.0,830.0,581.0,1005711.0,140799.54,864911.4600000001,718365.0,146546.46,10/1/2014,10, October ,2014
643,Government,Canada, Paseo , High ,700.0,830.0,29050.0,20335000.0,2846900.0,17488100.0,15106000.0,2382100.0,11/1/2014,11, November ,2014
644,Channel Partners,Canada, Paseo , High ,2222.0,830.0,996.0,2213112.0,309835.68,1903276.32,553278.0,1349998.32,11/1/2013,11, November ,2013
645,Government,United States of America, Paseo , High ,1177.0,830.0,29050.0,34191850.0,4786859.0,29404991.0,25399660.0,4005331.0,11/1/2014,11, November ,2014
646,Government,France, Paseo , High ,1922.0,830.0,29050.0,55834100.0,7816774.0,48017326.0,41476760.0,6540566.0,11/1/2013,11, November ,2013
647,Enterprise,Mexico, Velo , High ,1575.0,9960.0,10375.0,16340625.0,2287687.5,14052937.5,15687000.0,1634062.5,2/1/2014,2, February ,2014
648,Government,United States of America, Velo , High ,606.0,9960.0,1660.0,1005960.0,140834.4,865125.6000000001,502980.0,362145.6,4/1/2014,4, April ,2014
649,Small Business,United States of America, Velo , High ,2460.0,9960.0,24900.0,61254000.0,8575560.0,52678440.0,51045000.0,1633440.0,7/1/2014,7, July ,2014
650,Small Business,Canada, Velo , High ,269.0,9960.0,24900.0,6698100.0,937734.0,5760366.0,5581750.0,178616.0,10/1/2013,10, October ,2013
651,Small Business,Germany, Velo , High ,2536.0,9960.0,24900.0,63146400.0,8840496.0,54305904.0,52622000.0,1683904.0,11/1/2013,11, November ,2013
652,Government,Mexico, VTT , High ,2903.0,20750.0,581.0,1686643.0,236130.02000000002,1450512.9800000002,1204745.0,245767.97999999998,3/1/2014,3, March ,2014
653,Small Business,United States of America, VTT , High ,2541.0,20750.0,24900.0,63270900.0,8857926.0,54412974.0,52725750.0,1687224.0,8/1/2014,8, August ,2014
654,Small Business,Canada, VTT , High ,269.0,20750.0,24900.0,6698100.0,937734.0,5760366.0,5581750.0,178616.0,10/1/2013,10, October ,2013
655,Small Business,Canada, VTT , High ,1496.0,20750.0,24900.0,37250400.0,5215056.0,32035344.0,31042000.0,993344.0,10/1/2014,10, October ,2014
656,Small Business,United States of America, VTT , High ,1010.0,20750.0,24900.0,25149000.0,3520860.0,21628140.0,20957500.0,670640.0,10/1/2014,10, October ,2014
657,Government,France, VTT , High ,1281.0,20750.0,29050.0,37213050.0,5209827.0,32003223.0,27643980.0,4359243.0,12/1/2013,12, December ,2013
658,Small Business,Canada, Amarilla , High ,888.0,21580.0,24900.0,22111200.0,3095568.0,19015632.0,18426000.0,589632.0,3/1/2014,3, March ,2014
659,Enterprise,United States of America, Amarilla , High ,2844.0,21580.0,10375.0,29506500.0,4130910.0,25375590.0,28326240.0,2950650.0,5/1/2014,5, May ,2014
660,Channel Partners,France, Amarilla , High ,2475.0,21580.0,996.0,2465100.0,345114.0,2119986.0,616275.0,1503711.0,8/1/2014,8, August ,2014
661,Midmarket,Canada, Amarilla , High ,1743.0,21580.0,1245.0,2170035.0,303804.9,1866230.1,1446690.0,419540.1,10/1/2013,10, October ,2013
662,Channel Partners,United States of America, Amarilla , High ,2914.0,21580.0,996.0,2902344.0,406328.16000000003,2496015.84,725586.0,1770429.8399999999,10/1/2014,10, October ,2014
663,Government,France, Amarilla , High ,1731.0,21580.0,581.0,1005711.0,140799.54,864911.4600000001,718365.0,146546.46,10/1/2014,10, October ,2014
664,Government,Mexico, Amarilla , High ,1727.0,21580.0,581.0,1003387.0,140474.18,862912.8200000001,716705.0,146207.82,10/1/2013,10, October ,2013
665,Midmarket,Mexico, Amarilla , High ,1870.0,21580.0,1245.0,2328150.0,325941.0,2002209.0,1552100.0,450109.0,11/1/2013,11, November ,2013
666,Enterprise,France, Carretera , High ,1174.0,249.0,10375.0,12180250.0,1827037.5,10353212.5,11693040.0,1339827.5,8/1/2014,8, August ,2014
667,Enterprise,Germany, Carretera , High ,2767.0,249.0,10375.0,28707625.0,4306143.75,24401481.25,27559320.0,3157838.75,8/1/2014,8, August ,2014
668,Enterprise,Germany, Carretera , High ,1085.0,249.0,10375.0,11256875.0,1688531.25,9568343.75,10806600.0,1238256.25,10/1/2014,10, October ,2014
669,Small Business,Mexico, Montana , High ,546.0,415.0,24900.0,13595400.0,2039310.0,11556090.0,11329500.0,226590.0,10/1/2014,10, October ,2014
670,Government,Germany, Paseo , High ,1158.0,830.0,1660.0,1922280.0,288342.0,1633938.0,961140.0,672798.0,3/1/2014,3, March ,2014
671,Midmarket,Canada, Paseo , High ,1614.0,830.0,1245.0,2009430.0,301414.5,1708015.5,1339620.0,368395.5,4/1/2014,4, April ,2014
672,Government,Mexico, Paseo , High ,2535.0,830.0,581.0,1472835.0,220925.25,1251909.75,1052025.0,199884.75,4/1/2014,4, April ,2014
673,Government,Mexico, Paseo , High ,2851.0,830.0,29050.0,82821550.0,12423232.5,70398317.5,61524580.0,8873737.5,5/1/2014,5, May ,2014
674,Midmarket,Canada, Paseo , High ,2559.0,830.0,1245.0,3185955.0,477893.25,2708061.75,2123970.0,584091.75,8/1/2014,8, August ,2014
675,Government,United States of America, Paseo , High ,267.0,830.0,1660.0,443220.0,66483.0,376737.0,221610.0,155127.0,10/1/2013,10, October ,2013
676,Enterprise,Germany, Paseo , High ,1085.0,830.0,10375.0,11256875.0,1688531.25,9568343.75,10806600.0,1238256.25,10/1/2014,10, October ,2014
677,Midmarket,Germany, Paseo , High ,1175.0,830.0,1245.0,1462875.0,219431.25,1243443.75,975250.0,268193.75,10/1/2014,10, October ,2014
678,Government,United States of America, Paseo , High ,2007.0,830.0,29050.0,58303350.0,8745502.5,49557847.5,43311060.0,6246787.5,11/1/2013,11, November ,2013
679,Government,Mexico, Paseo , High ,2151.0,830.0,29050.0,62486550.0,9372982.5,53113567.5,46418580.0,6694987.5,11/1/2013,11, November ,2013
680,Channel Partners,United States of America, Paseo , High ,914.0,830.0,996.0,910344.0,136551.6,773792.3999999999,227586.0,546206.4,12/1/2014,12, December ,2014
681,Government,France, Paseo , High ,293.0,830.0,1660.0,486380.0,72957.0,413423.0,243190.0,170233.0,12/1/2014,12, December ,2014
682,Channel Partners,Mexico, Velo , High ,500.0,9960.0,996.0,498000.0,74700.0,423300.0,124500.0,298800.0,3/1/2014,3, March ,2014
683,Midmarket,France, Velo , High ,2826.0,9960.0,1245.0,3518370.0,527755.5,2990614.5,2345580.0,645034.5,5/1/2014,5, May ,2014
684,Enterprise,France, Velo , High ,663.0,9960.0,10375.0,6878625.0,1031793.75,5846831.25,6603480.0,756648.75,9/1/2014,9, September ,2014
685,Small Business,United States of America, Velo , High ,2574.0,9960.0,24900.0,64092600.0,9613890.0,54478710.0,53410500.0,1068210.0,11/1/2013,11, November ,2013
686,Enterprise,United States of America, Velo , High ,2438.0,9960.0,10375.0,25294250.0,3794137.5,21500112.5,24282480.0,2782367.5,12/1/2013,12, December ,2013
687,Channel Partners,United States of America, Velo , High ,914.0,9960.0,996.0,910344.0,136551.6,773792.3999999999,227586.0,546206.4,12/1/2014,12, December ,2014
688,Government,Canada, VTT , High ,865.5,20750.0,1660.0,1436730.0,215509.5,1221220.5,718365.0,502855.5,7/1/2014,7, July ,2014
689,Midmarket,Germany, VTT , High ,492.0,20750.0,1245.0,612540.0,91881.0,520659.0,408360.0,112299.0,7/1/2014,7, July ,2014
690,Government,United States of America, VTT , High ,267.0,20750.0,1660.0,443220.0,66483.0,376737.0,221610.0,155127.0,10/1/2013,10, October ,2013
691,Midmarket,Germany, VTT , High ,1175.0,20750.0,1245.0,1462875.0,219431.25,1243443.75,975250.0,268193.75,10/1/2014,10, October ,2014
692,Enterprise,Canada, VTT , High ,2954.0,20750.0,10375.0,30647750.0,4597162.5,26050587.5,29421840.0,3371252.5,11/1/2013,11, November ,2013
693,Enterprise,Germany, VTT , High ,552.0,20750.0,10375.0,5727000.0,859050.0,4867950.0,5497920.0,629970.0,11/1/2014,11, November ,2014
694,Government,France, VTT , High ,293.0,20750.0,1660.0,486380.0,72957.0,413423.0,243190.0,170233.0,12/1/2014,12, December ,2014
695,Small Business,France, Amarilla , High ,2475.0,21580.0,24900.0,61627500.0,9244125.0,52383375.0,51356250.0,1027125.0,3/1/2014,3, March ,2014
696,Small Business,Mexico, Amarilla , High ,546.0,21580.0,24900.0,13595400.0,2039310.0,11556090.0,11329500.0,226590.0,10/1/2014,10, October ,2014
697,Government,Mexico, Montana , High ,1368.0,415.0,581.0,794808.0,119221.20000000001,675586.8,567720.0,107866.79999999999,2/1/2014,2, February ,2014
698,Government,Canada, Paseo , High ,723.0,830.0,581.0,420063.0,63009.45,357053.55000000005,300045.0,57008.55,4/1/2014,4, April ,2014
699,Channel Partners,United States of America, VTT , High ,1806.0,20750.0,996.0,1798776.0,269816.4,1528959.6,449694.0,1079265.6,5/1/2014,5, May ,2014
